,LotFrontage,LotArea,Street,Alley,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,GrLivArea,ExterCond,SalePrice
775,32.0,4500,Pave,none,6,5,1998,1998,2,1204,TA,162000
776,86.0,11210,Pave,none,7,5,2005,2006,3,1614,TA,221500
777,100.0,13350,Pave,none,5,5,1974,1974,2,894,TA,142500
778,60.0,8400,Pave,none,5,5,1977,1977,2,2020,TA,144000
779,78.0,10530,Pave,none,6,5,1977,1977,2,1004,TA,135000
780,63.0,7875,Pave,none,7,5,1995,1996,2,1253,TA,176000
781,65.0,7153,Pave,none,6,5,1992,1992,3,1603,Gd,175900
782,67.0,16285,Pave,none,7,5,2001,2002,3,1430,TA,187100
783,none,9101,Pave,none,5,6,1978,1978,2,1110,Gd,165500
784,35.0,6300,Pave,Grvl,6,6,1914,2001,2,1484,TA,128000
785,none,9790,Pave,none,6,5,1967,1967,2,1342,TA,161500
786,60.0,10800,Pave,none,5,6,1915,1950,2,1652,Gd,139000
787,76.0,10142,Pave,none,7,5,2004,2004,3,2084,TA,233000
788,50.0,6000,Pave,none,4,7,1954,2000,2,901,TA,107900
789,none,12205,Pave,none,6,8,1966,2007,2,2087,TA,187500
790,43.0,3182,Pave,none,7,5,2005,2006,3,1145,TA,160200
791,none,11333,Pave,none,6,5,1976,1976,2,1062,TA,146800
792,92.0,9920,Pave,none,7,5,1996,1997,3,2013,TA,269790
793,76.0,9158,Pave,none,8,5,2007,2007,3,1496,TA,225000
794,none,10832,Pave,none,7,5,1994,1996,3,1895,TA,194500
795,70.0,8400,Pave,none,6,6,1980,1981,2,1564,TA,171000
796,71.0,8197,Pave,none,6,5,1977,1977,2,1285,TA,143500
797,57.0,7677,Pave,none,5,5,1953,1953,2,773,TA,110000
798,104.0,13518,Pave,none,9,5,2008,2009,4,3140,TA,485000
799,60.0,7200,Pave,none,5,7,1937,1950,2,1768,TA,175000
800,79.0,12798,Pave,none,6,5,1997,1997,2,1688,TA,200000
801,40.0,4800,Pave,none,4,7,1916,1990,2,1196,TA,109900
802,63.0,8199,Pave,none,7,5,2005,2005,3,1456,TA,189000
803,107.0,13891,Pave,none,9,5,2008,2009,4,2822,TA,582933
804,75.0,9000,Pave,none,5,5,1954,1954,2,1128,TA,118000
805,91.0,12274,Pave,none,7,5,2008,2008,3,1428,TA,227680
806,75.0,9750,Pave,none,5,5,1967,1967,2,980,TA,135500
807,144.0,21384,Pave,none,5,6,1923,2004,2,1576,TA,223500
808,85.0,13400,Pave,none,5,5,1966,1966,2,1086,TA,159950
809,90.0,8100,Pave,none,5,5,1898,1965,2,2138,TA,106000
810,78.0,10140,Pave,none,6,6,1974,1999,2,1309,TA,181000
811,none,4438,Pave,none,6,5,2004,2004,3,848,TA,144500
812,66.0,8712,Grvl,none,5,5,1952,1952,1,1044,TA,55993
813,75.0,9750,Pave,none,6,6,1958,1958,2,1442,TA,157900
814,45.0,8248,Pave,Grvl,5,7,1918,1950,2,1250,TA,116000
815,48.0,12137,Pave,none,7,5,1998,1998,2,1661,TA,224900
816,none,11425,Pave,none,5,6,1954,1954,2,1008,TA,137000
817,none,13265,Pave,none,8,5,2002,2002,3,1689,TA,271000
818,80.0,8816,Pave,none,6,7,1971,1971,2,1052,TA,155000
819,44.0,6371,Pave,none,7,5,2009,2010,3,1358,TA,224000
820,72.0,7226,Pave,none,7,5,2003,2003,3,1640,TA,183000
821,60.0,6000,Pave,Pave,4,4,1953,1953,1,936,TA,93000
822,none,12394,Pave,none,7,5,2003,2003,3,1733,TA,225000
823,60.0,9900,Pave,none,6,7,1940,1950,2,1489,TA,139500
824,81.0,11216,Pave,none,8,5,2006,2006,3,1489,TA,232600
825,114.0,14803,Pave,none,10,5,2007,2008,4,2084,TA,385000
826,50.0,6130,Pave,none,5,6,1924,1950,2,784,TA,109500
827,65.0,8529,Pave,none,7,5,2001,2001,3,1434,TA,189000
828,none,28698,Pave,none,5,5,1967,1967,2,2126,TA,185000
829,24.0,2544,Pave,Pave,7,5,2005,2005,3,1223,TA,147400
830,80.0,11900,Pave,none,6,5,1957,1957,2,1392,TA,166000
831,30.0,3180,Pave,Pave,7,5,2005,2005,2,1200,TA,151000
832,44.0,9548,Pave,none,7,6,2003,2003,3,1829,TA,237000
833,100.0,10004,Pave,none,6,6,1964,1964,2,1516,TA,167000
834,75.0,7875,Pave,none,5,6,1961,1961,2,1144,TA,139950
835,60.0,9600,Pave,none,4,7,1950,1995,2,1067,TA,128000
836,90.0,8100,Pave,Pave,5,6,1948,1973,2,1559,TA,153500
837,21.0,1680,Pave,none,6,5,1973,1973,2,987,TA,100000
838,75.0,9525,Pave,none,5,6,1995,2006,2,1099,TA,144000
839,70.0,11767,Pave,none,5,6,1946,1995,2,1200,TA,130500
840,none,12155,Pave,none,6,8,1925,1950,2,1482,TA,140000
841,60.0,10440,Pave,Grvl,5,8,1904,2002,2,1539,TA,157500
842,82.0,9020,Pave,none,6,7,1966,1966,2,1165,TA,174900
843,80.0,8000,Pave,none,5,4,1961,1961,2,1800,TA,141000
844,100.0,12665,Pave,Grvl,5,8,1915,1950,2,1416,TA,153900
845,none,16647,Pave,none,5,5,1975,1981,2,1701,TA,171000
846,75.0,9317,Pave,none,7,5,1993,1993,3,1775,TA,213000
847,36.0,15523,Pave,none,5,6,1972,1972,2,864,TA,133500
848,75.0,45600,Pave,none,6,8,1908,1997,2,2358,TA,240000
849,80.0,9600,Pave,none,6,7,1976,1994,3,1855,Gd,187000
850,36.0,4435,Pave,none,6,5,2003,2003,3,848,TA,131500
851,none,3196,Pave,none,8,5,2003,2003,3,1456,TA,215000
852,53.0,7128,Pave,none,7,5,1941,1950,2,1646,Gd,164000
853,none,12095,Pave,none,6,6,1964,1964,2,1445,Gd,158000
854,102.0,17920,Pave,none,5,4,1955,1974,2,1779,TA,170000
855,none,6897,Pave,none,5,8,1962,2010,2,1040,Gd,127000
856,none,10970,Pave,none,6,6,1978,1978,2,1026,TA,147000
857,65.0,8125,Pave,none,6,5,1994,1995,2,1481,TA,174000
858,80.0,10400,Pave,none,7,5,1976,1976,2,1370,TA,152000
859,none,11029,Pave,none,6,7,1968,1984,2,2654,TA,250000
860,55.0,7642,Pave,none,7,8,1918,1998,3,1426,TA,189950
861,75.0,11625,Pave,none,5,4,1965,1965,2,1039,TA,131500
862,81.0,9672,Pave,none,6,5,1984,1985,2,1097,TA,152000
863,70.0,7931,Pave,none,5,5,1959,1959,2,1148,TA,132500
864,72.0,8640,Pave,none,7,5,2007,2008,3,1372,TA,250580
865,none,8750,Pave,none,5,6,1970,1970,2,1002,TA,148500
866,67.0,10656,Pave,none,8,5,2006,2007,3,1646,TA,248900
867,85.0,6970,Pave,none,4,5,1961,1961,2,1120,TA,129000
868,none,14762,Pave,none,5,6,1948,1950,2,2320,TA,169000
869,80.0,9938,Pave,none,7,5,1993,1994,3,1949,TA,236000
870,60.0,6600,Pave,none,5,5,1962,1962,2,894,TA,109500
871,70.0,8750,Pave,none,6,5,1998,1998,2,1682,TA,200500
872,74.0,8892,Pave,none,5,7,1953,1996,3,910,TA,116000
873,60.0,12144,Pave,none,5,7,1949,1950,3,1268,TA,133000
874,52.0,5720,Pave,none,5,6,1941,1950,2,1131,TA,66500
875,75.0,9000,Pave,none,8,5,2007,2007,3,2610,TA,303477
876,94.0,25286,Pave,none,4,5,1963,1963,2,1040,TA,132250
877,74.0,8834,Pave,none,9,5,2004,2005,3,2224,TA,350000
878,88.0,11782,Pave,none,5,7,1961,1995,2,1155,TA,148000
879,none,7000,Pave,none,5,8,1978,2005,3,864,Gd,136500
880,60.0,7024,Pave,none,5,5,2005,2006,2,1090,TA,157000
881,44.0,13758,Pave,none,7,5,1990,1991,3,1717,Gd,187500
882,none,9636,Pave,none,6,5,1992,1993,2,1593,TA,178000
883,60.0,6204,Pave,none,4,5,1912,1950,3,2230,TA,118500
884,65.0,7150,Pave,none,5,5,1967,1967,2,892,TA,100000
885,50.0,5119,Pave,none,9,5,1999,2000,3,1709,TA,328900
886,70.0,8393,Pave,none,5,5,1959,2005,2,1712,TA,145000
887,59.0,16466,Pave,none,5,7,1955,1955,2,1393,Gd,135500
888,95.0,15865,Pave,none,8,6,1970,1970,3,2217,Gd,268000
889,128.0,12160,Pave,none,6,4,1953,1953,2,1505,TA,149500
890,60.0,8064,Pave,none,5,7,1949,2006,2,924,Gd,122900
891,70.0,11184,Pave,none,6,5,1978,1978,2,1683,TA,172500
892,70.0,8414,Pave,none,6,8,1963,2003,2,1068,TA,154500
893,none,13284,Pave,none,5,5,1954,1954,2,1383,TA,165000
894,64.0,7018,Pave,none,5,5,1979,1979,2,1535,TA,118858
895,71.0,7056,Pave,none,6,5,1963,1963,2,1796,TA,140000
896,50.0,8765,Pave,Grvl,4,6,1936,1950,2,951,TA,106500
897,64.0,7018,Pave,none,5,5,1979,1979,2,2240,TA,142953
898,100.0,12919,Pave,none,9,5,2009,2010,4,2364,TA,611657
899,65.0,6993,Pave,none,5,7,1961,1994,2,1236,TA,135000
900,none,7340,Pave,none,4,6,1971,1971,2,858,TA,110000
901,64.0,8712,Pave,none,5,7,1957,2000,2,1306,Gd,153000
902,63.0,7875,Pave,none,7,5,2003,2003,3,1509,TA,180000
903,50.0,14859,Pave,none,7,5,2006,2006,3,1670,TA,240000
904,none,6173,Pave,none,5,6,1967,1967,2,902,TA,125500
905,80.0,9920,Pave,none,5,5,1954,1954,2,1063,TA,128000
906,116.0,13501,Pave,none,8,5,2006,2006,3,1636,TA,255000
907,86.0,11500,Pave,none,7,7,1936,1987,3,2057,TA,250000
908,none,8885,Pave,none,5,5,1983,1983,2,902,TA,131000
909,149.0,12589,Pave,none,6,5,2005,2005,3,1484,TA,174000
910,80.0,11600,Pave,none,5,5,1960,1960,2,2274,TA,154300
911,none,9286,Pave,none,5,7,1977,1989,2,1268,TA,143500
912,51.0,6120,Pave,none,5,7,1925,1950,2,1015,TA,88000
913,82.0,6270,Pave,none,5,6,1949,1950,2,2002,TA,145000
914,30.0,3000,Pave,Pave,6,5,2009,2009,3,1224,TA,173733
915,21.0,2001,Pave,none,4,5,1970,1970,2,1092,TA,75000
916,50.0,9000,Pave,none,2,3,1949,1950,2,480,TA,35311
917,none,17140,Pave,none,4,6,1956,1956,2,1229,TA,135000
918,103.0,13125,Pave,none,7,5,1991,1991,3,2127,TA,238000
919,87.0,11029,Pave,none,6,8,1958,2002,4,1414,TA,176500
920,70.0,8462,Pave,none,6,5,1994,1994,3,1721,Gd,201000
921,67.0,8777,Pave,none,5,7,1900,2003,2,2200,TA,145900
922,65.0,10237,Pave,none,6,5,2005,2006,3,1316,TA,169990
923,50.0,8012,Pave,none,6,5,1993,1994,3,1617,TA,193000
924,79.0,10240,Pave,none,6,6,1980,1980,2,1686,Gd,207500
925,none,15611,Pave,none,5,6,1977,1977,2,1126,TA,175000
926,93.0,11999,Pave,none,8,5,2003,2004,3,2374,TA,285000
927,none,9900,Pave,none,7,5,1968,1968,2,1978,TA,176000
928,none,11838,Pave,none,8,5,2001,2001,3,1788,TA,236500
929,none,13006,Pave,none,7,5,1997,1997,2,2236,TA,222000
930,73.0,8925,Pave,none,8,5,2007,2007,3,1466,TA,201000
931,70.0,9100,Pave,none,5,6,1965,1965,2,925,TA,117500
932,84.0,11670,Pave,none,9,5,2006,2006,4,1905,TA,320000
933,63.0,8487,Pave,none,7,5,2004,2004,3,1500,TA,190000
934,313.0,27650,Pave,none,7,7,1960,2007,2,2069,TA,242000
935,52.0,5825,Pave,none,4,5,1926,1953,2,747,Gd,79900
936,67.0,10083,Pave,none,7,5,2003,2003,3,1200,TA,184900
937,75.0,9675,Pave,none,7,5,2005,2005,3,1971,TA,253000
938,73.0,8760,Pave,none,7,5,2006,2006,3,1962,TA,239799
939,none,24090,Pave,none,7,7,1940,1950,2,2403,Gd,244400
940,55.0,12640,Pave,none,6,5,1976,1976,2,1728,TA,150900
941,none,8755,Pave,none,7,5,1999,1999,3,2060,TA,214000
942,42.0,7711,Pave,none,4,3,1977,1977,2,1440,TA,150000
943,100.0,25000,Pave,none,5,4,1967,1967,2,1632,TA,143000
944,none,14375,Pave,none,6,6,1958,1958,2,1344,TA,137500
945,98.0,8820,Pave,none,5,6,1890,1996,2,1869,TA,124900
946,70.0,8163,Pave,none,5,6,1959,1959,2,1144,Gd,143000
947,85.0,14536,Pave,none,8,5,2002,2003,3,1629,TA,270000
948,65.0,14006,Pave,none,7,5,2002,2002,3,1776,TA,192500
949,78.0,9360,Pave,none,6,7,1972,2006,2,1381,TA,197500
950,60.0,7200,Pave,none,5,8,1950,2002,2,864,TA,129000
951,60.0,7800,Pave,none,5,5,1965,1965,2,965,TA,119900
952,60.0,7200,Pave,none,5,8,1972,2003,2,768,Gd,133900
953,none,11075,Pave,none,5,4,1969,1969,2,1968,TA,172000
954,35.0,9400,Pave,none,6,5,1975,1975,2,980,TA,127500
955,82.0,7136,Pave,none,6,6,1946,1950,2,1958,TA,145000
956,24.0,1300,Pave,none,6,6,1980,1980,2,1229,TA,124000
957,70.0,7420,Pave,none,5,5,1962,1962,2,1057,TA,132000
958,65.0,8450,Pave,none,7,5,2003,2003,3,1337,TA,185000
959,24.0,2572,Pave,none,7,5,1999,1999,3,1416,TA,155000
960,50.0,7207,Pave,none,5,7,1958,2008,2,858,Gd,116500
961,none,12227,Pave,none,6,7,1977,1995,2,2872,Gd,272000
962,24.0,2308,Pave,none,6,6,1976,1976,2,1548,TA,155000
963,122.0,11923,Pave,none,9,5,2007,2007,3,1800,TA,239000
964,80.0,11316,Pave,none,7,5,2002,2003,3,1894,TA,214900
965,65.0,10237,Pave,none,6,5,2005,2007,3,1484,TA,178900
966,130.0,9600,Pave,none,5,7,1940,1950,3,1308,Gd,160000
967,none,7390,Pave,none,5,7,1955,1955,2,1098,TA,135000
968,50.0,5925,Pave,none,3,6,1910,1950,2,968,TA,37900
969,75.0,10382,Pave,none,6,5,1958,1958,2,1095,Fa,140000
970,60.0,10800,Pave,none,4,4,1949,1950,2,1192,TA,135000
971,36.0,2268,Pave,none,7,5,2003,2004,3,1626,TA,173000
972,55.0,7892,Pave,none,6,5,1979,1979,2,918,TA,99500
973,95.0,11639,Pave,none,7,5,2007,2008,3,1428,TA,182000
974,60.0,11414,Pave,none,7,8,1910,1993,2,2019,Gd,167500
975,none,2651,Pave,none,7,5,2000,2000,3,1382,TA,165000
976,51.0,5900,Pave,none,4,7,1923,1958,2,869,TA,85500
977,35.0,4274,Pave,Pave,7,5,2006,2007,3,1241,TA,199900
978,68.0,9450,Pave,none,4,5,1954,1954,2,894,TA,110000
979,80.0,8816,Pave,none,5,6,1963,1963,2,1121,TA,139000
980,none,12122,Pave,none,7,9,1961,2007,4,999,TA,178400
981,98.0,12203,Pave,none,8,5,1998,1999,3,2612,TA,336000
982,43.0,3182,Pave,none,7,5,2007,2007,3,1266,TA,159895
983,none,11250,Pave,none,8,5,2002,2002,3,2290,TA,255900
984,75.0,10125,Pave,none,5,5,1977,1977,2,1734,TA,126000
985,68.0,10880,Pave,none,5,5,1950,1950,2,1164,TA,125000
986,59.0,5310,Pave,none,6,8,1910,2003,2,1635,Gd,117000
987,83.0,10159,Pave,none,9,5,2009,2010,4,1940,TA,395192
988,none,12046,Pave,none,6,6,1976,1976,2,2030,TA,195000
989,65.0,8125,Pave,none,7,5,2006,2006,3,1576,TA,197000
990,82.0,9452,Pave,none,8,5,1997,1998,3,2392,TA,348000
991,121.0,17671,Pave,Grvl,8,9,1882,1986,3,1742,Gd,168000
992,80.0,9760,Pave,none,6,8,1964,1993,2,1851,TA,187000
993,68.0,8846,Pave,none,6,5,2005,2006,2,1500,TA,173900
994,96.0,12456,Pave,none,10,5,2006,2007,4,1718,TA,337500
995,51.0,4712,Pave,none,4,7,1946,1950,2,1230,TA,121600
996,none,10659,Pave,none,5,6,1961,1961,2,1050,TA,136500
997,none,11717,Pave,none,6,6,1970,1970,2,1442,TA,185000
998,60.0,9786,Pave,none,3,4,1922,1950,2,1077,TA,91000
999,64.0,6762,Pave,none,7,5,2006,2006,3,1208,TA,206000
1000,74.0,10206,Pave,none,3,3,1952,1952,2,944,TA,82000
1001,60.0,5400,Pave,none,5,6,1920,1950,2,691,TA,86000
1002,75.0,11957,Pave,none,8,5,2006,2006,3,1574,TA,232000
1003,none,11500,Pave,none,5,6,1976,1976,2,1680,TA,136905
1004,43.0,3182,Pave,none,7,5,2005,2006,3,1504,TA,181000
1005,65.0,8385,Pave,none,5,8,1977,1977,3,985,TA,149900
1006,none,12155,Pave,none,6,3,1970,1970,2,1657,TA,163500
1007,21.0,2217,Pave,none,4,4,1970,1970,2,1092,TA,88000
1008,43.0,12118,Pave,none,7,5,2004,2005,3,1710,TA,240000
1009,60.0,6000,Pave,none,5,5,1926,1950,2,1522,Fa,102000
1010,115.0,21286,Pave,none,5,5,1948,1950,2,1271,TA,135000
1011,75.0,9825,Pave,none,5,5,1965,1965,2,1664,TA,100000
1012,55.0,10592,Pave,none,6,7,1923,1996,2,1502,Gd,165000
1013,60.0,7200,Pave,none,5,4,1910,2006,2,1022,TA,85000
1014,60.0,11664,Pave,none,6,5,1948,1950,2,1082,TA,119200
1015,70.0,8400,Pave,none,8,6,2001,2001,3,1665,TA,227000
1016,73.0,11883,Pave,none,7,5,1996,1996,3,1504,TA,203000
1017,none,5814,Pave,none,8,5,1984,1984,3,1360,TA,187500
1018,none,10784,Pave,none,7,5,1991,1992,3,1472,TA,160000
1019,43.0,3013,Pave,none,7,5,2005,2005,3,1506,TA,213490
1020,60.0,7024,Pave,none,4,5,2005,2005,2,1132,TA,176000
1021,64.0,7406,Pave,none,7,5,2006,2006,3,1220,TA,194000
1022,52.0,9439,Pave,none,5,5,1930,1950,2,1248,TA,87000
1023,43.0,3182,Pave,none,7,5,2005,2006,3,1504,TA,191000
1024,none,15498,Pave,none,8,6,1976,1976,3,2898,TA,287000
1025,70.0,7700,Pave,none,5,5,1972,1972,2,882,TA,112500
1026,73.0,9300,Pave,none,5,5,1960,1960,2,1264,TA,167500
1027,71.0,9520,Pave,none,8,5,2007,2008,3,1646,TA,293077
1028,79.0,9492,Pave,none,5,5,1941,1950,2,1376,TA,105000
1029,21.0,1680,Pave,none,6,7,1972,1972,2,1218,TA,118000
1030,none,7082,Pave,none,5,8,1916,1995,2,1928,TA,160000
1031,102.0,15863,Pave,none,7,3,1920,1970,2,3082,TA,197000
1032,none,14541,Pave,none,8,7,1993,1993,3,2520,Gd,310000
1033,none,8125,Pave,none,7,5,2002,2002,3,1654,TA,230000
1034,50.0,6305,Pave,none,5,7,1938,1950,2,954,Gd,119750
1035,none,11500,Pave,none,4,3,1957,1957,2,845,Gd,84000
1036,89.0,12898,Pave,none,9,5,2007,2008,3,1620,TA,315500
1037,none,9240,Pave,none,8,5,2001,2002,3,2263,TA,287000
1038,21.0,1533,Pave,none,4,6,1970,2008,2,1344,TA,97000
1039,21.0,1477,Pave,none,4,4,1970,1970,2,630,TA,80000
1040,88.0,13125,Pave,none,5,4,1957,2000,2,1803,TA,155000
1041,none,9130,Pave,none,6,8,1966,2000,2,1632,TA,173000
1042,34.0,5381,Pave,none,6,5,2005,2005,3,1306,TA,196000
1043,86.0,11839,Pave,none,7,5,1990,1990,2,2329,TA,262280
1044,80.0,9600,Pave,none,8,5,1981,1981,3,2524,TA,278000
1045,none,13680,Pave,none,3,5,1955,1955,2,1733,TA,139600
1046,85.0,16056,Pave,none,9,5,2005,2006,3,2868,TA,556581
1047,57.0,9245,Pave,none,5,5,1994,1995,2,990,TA,145000
1048,100.0,21750,Pave,none,5,4,1960,2006,2,1771,Fa,115000
1049,60.0,11100,Pave,none,4,7,1946,2006,2,930,TA,84900
1050,73.0,8993,Pave,none,7,5,2007,2007,3,1302,TA,176485
1051,103.0,11175,Pave,none,7,5,2007,2007,3,1316,TA,200141
1052,100.0,9500,Pave,none,6,6,1964,1978,2,1977,TA,165000
1053,68.0,8562,Pave,none,5,6,1957,2002,2,1526,TA,144500
1054,90.0,11367,Pave,none,8,5,2002,2002,3,1989,TA,255000
1055,104.0,11361,Pave,none,6,5,1976,1976,2,1523,TA,180000
1056,43.0,7052,Pave,none,7,5,2005,2005,3,1364,TA,185850
1057,none,29959,Pave,none,7,6,1994,1994,3,1850,TA,248000
1058,96.0,11308,Pave,none,9,5,2008,2008,4,2184,TA,335000
1059,none,11275,Pave,none,6,7,1932,1950,2,1991,TA,220000
1060,41.0,4920,Pave,none,8,5,2001,2001,3,1338,TA,213500
1061,120.0,18000,Grvl,none,3,4,1935,1950,1,894,TA,81000
1062,85.0,13600,Pave,Grvl,5,5,1900,1950,2,2337,TA,90000
1063,50.0,6000,Pave,none,6,6,1925,1980,2,1103,Gd,110500
1064,none,11000,Pave,none,5,6,1966,1966,2,1154,TA,154000
1065,80.0,14000,Pave,none,7,5,1996,1997,3,2260,TA,328000
1066,59.0,7837,Pave,none,6,7,1993,1994,3,1571,TA,178000
1067,80.0,9760,Pave,none,6,6,1964,1964,2,1611,TA,167900
1068,42.0,3964,Pave,none,6,4,1973,1973,2,2521,TA,151400
1069,60.0,9600,Pave,none,5,7,1949,2003,2,893,TA,135000
1070,72.0,10152,Pave,none,5,5,1956,1956,2,1048,TA,135000
1071,78.0,11700,Pave,none,6,6,1968,1968,2,1556,TA,154000
1072,50.0,7585,Pave,none,5,3,1948,1950,2,1456,TA,91500
1073,75.0,7950,Pave,none,6,6,1977,1977,2,1426,TA,159500
1074,74.0,8556,Pave,none,7,5,2006,2006,3,1240,TA,194000
1075,75.0,13125,Pave,none,7,6,1940,1984,2,1740,TA,219500
1076,60.0,10800,Pave,Grvl,5,8,1936,1989,2,1466,TA,170000
1077,none,15870,Pave,none,5,5,1969,1969,2,1096,TA,138800
1078,37.0,4435,Pave,none,6,5,2004,2004,3,848,TA,155900
1079,65.0,8775,Pave,none,5,5,1994,1994,2,990,TA,126000
1080,80.0,11040,Pave,none,6,7,1971,2004,3,1258,Gd,145000
1081,75.0,7500,Pave,none,5,5,1963,1963,2,1040,TA,133000
1082,70.0,8749,Pave,none,7,5,2002,2002,3,1459,TA,192000
1083,80.0,8800,Pave,none,6,6,1964,1964,2,1251,TA,160000
1084,none,13031,Pave,none,6,5,1995,1996,2,1498,TA,187500
1085,73.0,9069,Pave,none,6,6,1992,1992,2,996,TA,147000
1086,none,1974,Pave,none,4,5,1973,1973,2,1092,TA,83500
1087,85.0,10574,Pave,none,8,5,2005,2006,3,1953,TA,252000
1088,24.0,2522,Pave,none,7,5,2004,2004,3,1709,TA,137500
1089,37.0,3316,Pave,Pave,8,5,2005,2005,3,1247,TA,197000
1090,60.0,8544,Pave,none,3,4,1950,1950,2,1040,TA,92900
1091,24.0,2160,Pave,Pave,7,5,1999,2000,3,1252,TA,160000
1092,60.0,8400,Pave,none,6,5,1925,1950,2,1694,TA,136500
1093,71.0,9230,Pave,none,5,8,1965,1998,2,1200,TA,146000
1094,74.0,5868,Pave,none,5,7,1956,2000,2,936,TA,129000
1095,78.0,9317,Pave,none,6,5,2006,2006,3,1314,TA,176432
1096,60.0,6882,Pave,none,6,7,1914,2006,2,1355,TA,127000
1097,none,3696,Pave,none,8,5,1986,1986,3,1088,TA,170000
1098,50.0,6000,Pave,none,4,6,1936,1950,2,1324,TA,128000
1099,82.0,11880,Pave,none,7,5,1978,1978,2,1601,TA,157000
1100,60.0,8400,Pave,none,2,5,1920,1950,2,438,TA,60000
1101,61.0,9758,Pave,none,5,5,1971,1971,2,950,TA,119500
1102,70.0,7000,Pave,none,5,7,1960,2002,2,1134,TA,135000
1103,79.0,8910,Pave,none,6,6,1959,1959,2,1194,TA,159500
1104,24.0,2016,Pave,none,5,5,1970,1970,2,1302,TA,106000
1105,98.0,12256,Pave,none,8,5,1994,1995,3,2622,TA,325000
1106,114.0,10357,Pave,none,7,5,1990,1991,3,1442,TA,179900
1107,168.0,23257,Pave,none,7,5,2006,2006,3,2021,TA,274725
1108,none,8063,Pave,none,6,5,2000,2000,2,1690,TA,181000
1109,107.0,11362,Pave,none,8,5,2004,2005,3,1836,TA,280000
1110,none,8000,Pave,none,6,5,1995,1996,2,1658,TA,188000
1111,80.0,10480,Pave,none,7,6,1976,1976,2,1964,TA,205000
1112,73.0,7100,Pave,none,5,7,1957,1957,2,816,TA,129900
1113,66.0,8923,Pave,none,5,7,1953,2006,2,1008,TA,134500
1114,90.0,5400,Pave,none,5,7,1954,2000,2,833,Gd,117000
1115,93.0,12085,Pave,none,8,5,2007,2007,3,1734,TA,318000
1116,none,7750,Pave,none,8,5,2002,2002,3,1419,TA,184100
1117,57.0,9764,Pave,none,5,7,1967,2003,2,894,TA,130000
1118,85.0,13825,Pave,none,5,6,1958,1987,2,1601,Gd,140000
1119,70.0,7560,Pave,none,5,5,1959,1959,2,1040,TA,133700
1120,59.0,8263,Pave,none,6,5,1920,1950,2,1012,TA,118400
1121,84.0,10084,Pave,none,7,5,2005,2006,3,1552,TA,212900
1122,none,8926,Pave,none,4,3,1956,1956,2,960,TA,112000
1123,50.0,9405,Pave,none,5,9,1947,2008,2,698,Ex,118000
1124,none,9125,Pave,none,7,5,1992,1992,2,1482,TA,163900
1125,60.0,10434,Pave,none,4,5,1955,1955,2,1005,TA,115000
1126,53.0,3684,Pave,none,7,5,2007,2007,3,1555,TA,174000
1127,182.0,14572,Pave,none,7,5,2004,2004,3,1530,TA,259000
1128,59.0,11796,Pave,none,7,5,2004,2005,3,1959,TA,215000
1129,60.0,7200,Pave,Grvl,5,5,1980,1980,2,936,TA,140000
1130,65.0,7804,Pave,none,4,3,1928,1950,2,1981,TA,135000
1131,63.0,10712,Pave,none,5,5,1991,1992,2,974,TA,93500
1132,90.0,9900,Pave,none,6,4,1880,1950,2,2210,TA,117500
1133,80.0,9828,Pave,none,8,5,1995,1995,3,2020,TA,239500
1134,57.0,8773,Pave,none,6,5,1997,1997,2,1600,TA,169000
1135,60.0,6180,Pave,none,6,5,1926,1950,2,986,TA,102000
1136,80.0,9600,Pave,none,6,5,1950,1950,2,1252,TA,119000
1137,54.0,6342,Pave,none,5,8,1875,1996,2,1020,Gd,94000
1138,none,9819,Pave,none,6,5,1977,1977,2,1567,TA,196000
1139,98.0,8731,Pave,none,5,5,1920,1950,2,1167,Fa,144000
1140,60.0,7350,Pave,none,5,7,1951,1951,2,952,TA,139000
1141,none,10304,Pave,none,5,7,1976,1976,2,1868,Gd,197500
1142,77.0,9965,Pave,none,8,5,2006,2007,3,2828,TA,424870
1143,none,9000,Pave,none,5,3,1959,1959,2,1006,TA,80000
1144,60.0,12180,Pave,none,4,4,1941,1950,2,924,Fa,80000
1145,52.0,6240,Pave,none,5,6,1928,1950,2,1576,TA,149000
1146,none,11200,Pave,none,6,5,1985,1985,3,1298,TA,180000
1147,75.0,12000,Pave,none,7,7,1941,1950,2,1564,TA,174500
1148,none,5700,Pave,none,7,7,1926,1950,2,1111,TA,116900
1149,50.0,9000,Pave,none,7,9,1920,1988,2,1482,Gd,143000
1150,57.0,8280,Pave,none,6,5,1950,1950,2,932,TA,124000
1151,134.0,17755,Pave,none,5,4,1959,1959,2,1466,TA,149900
1152,90.0,14115,Pave,none,6,7,1956,2004,2,1811,TA,230000
1153,none,5890,Pave,none,6,8,1930,2007,3,816,Gd,120500
1154,none,13700,Pave,none,7,6,1965,1988,2,1820,TA,201800
1155,90.0,10768,Pave,none,5,8,1976,2004,3,1437,Gd,218000
1156,85.0,9350,Pave,none,5,8,1965,1999,2,1265,Gd,179900
1157,34.0,5001,Pave,none,7,5,2007,2008,3,1314,TA,230000
1158,92.0,11932,Pave,none,8,5,2007,2008,3,1580,TA,235128
1159,76.0,9120,Pave,none,6,6,1974,1974,3,1876,TA,185000
